"","det_facility","lift_reason","count","count_all","freq"
"208","ALBERMARIE DISTRICT JAIL","Case Closed",2,35,5.71428571428571
"209","ALBERMARIE DISTRICT JAIL","Lifted",1,35,2.85714285714286
"210","ALBERT C WAGNER YOUTH C.F.","",72,139,51.7985611510791
"211","ALBERT C WAGNER YOUTH C.F.","Booked into Detention",61,139,43.8848920863309
"212","ALBERT C WAGNER YOUTH C.F.","Case Closed",2,139,1.43884892086331
"213","ALBERT C WAGNER YOUTH C.F.","Early Release",1,139,0.719424460431655
"214","ALBERT C WAGNER YOUTH C.F.","Lifted",3,139,2.15827338129496
"215","ALBERTVILLE CITY JAIL","",263,300,87.6666666666667
"216","ALBERTVILLE CITY JAIL","Booked into Detention",30,300,10
"217","ALBERTVILLE CITY JAIL","Lifted",6,300,2
"218","ALBERTVILLE CITY JAIL","United States Citizen Interviewed",1,300,0.333333333333333
"219","ALBION CORRECTIONAL","",26,109,23.8532110091743
"220","ALBION CORRECTIONAL","Alien Not Subject to Deportation",1,109,0.917431192660551
"221","ALBION CORRECTIONAL","Booked into Detention",55,109,50.4587155963303
"222","ALBION CORRECTIONAL","Case Closed",6,109,5.5045871559633
"223","ALBION CORRECTIONAL","Early Release",1,109,0.917431192660551
"224","ALBION CORRECTIONAL","Lifted",16,109,14.6788990825688
"225","ALBION CORRECTIONAL","Transferred",4,109,3.6697247706422
"226","ALBUQUERQUE HOLD ROOM","",44,62,70.9677419354839
"227","ALBUQUERQUE HOLD ROOM","Booked into Detention",9,62,14.5161290322581
"228","ALBUQUERQUE HOLD ROOM","Case Closed",2,62,3.2258064516129
"229","ALBUQUERQUE HOLD ROOM","Lifted",6,62,9.67741935483871
"230","ALBUQUERQUE HOLD ROOM","Prosecutorial Discretion",1,62,1.61290322580645
"231","ALDERSON FED. PRISON CAMP","",10,13,76.9230769230769
"232","ALDERSON FED. PRISON CAMP","Booked into Detention",2,13,15.3846153846154
"233","ALDERSON FED. PRISON CAMP","Case Closed",1,13,7.69230769230769
"234","ALEXANDER CITY POLICE DEPT.","",17,25,68
"235","ALEXANDER CITY POLICE DEPT.","Booked into Detention",8,25,32
"236","ALEXANDER COUNTY JAIL","",15,37,40.5405405405405
"237","ALEXANDER COUNTY JAIL","Booked into Detention",18,37,48.6486486486486
"238","ALEXANDER COUNTY JAIL","Lifted",1,37,2.7027027027027
"239","ALEXANDER COUNTY JAIL","Transferred",3,37,8.10810810810811
"240","ALEXANDRIA CITY JAIL","",579,1270,45.5905511811024
"241","ALEXANDRIA CITY JAIL","Alien Not Subject to Deportation",4,1270,0.31496062992126
"242","ALEXANDRIA CITY JAIL","Booked into Detention",570,1270,44.8818897637795
"243","ALEXANDRIA CITY JAIL","Case Closed",7,1270,0.551181102362205
"244","ALEXANDRIA CITY JAIL","Died",1,1270,0.078740157480315
"245","ALEXANDRIA CITY JAIL","Early Release",4,1270,0.31496062992126
"246","ALEXANDRIA CITY JAIL","Lifted",88,1270,6.92913385826772
"247","ALEXANDRIA CITY JAIL","Prosecutorial Discretion",5,1270,0.393700787401575
"248","ALEXANDRIA CITY JAIL","Transferred",12,1270,0.94488188976378
"249","ALFALFA COUNTY JAIL","Booked into Detention",2,2,100
"250","ALGER CORRECTIONAL FACILITY","",2,2,100
"251","ALGER COUNTY JAIL","",3,3,100
"252","ALGOA CORRECTIONAL CENTER","",5,6,83.3333333333333
"253","ALGOA CORRECTIONAL CENTER","Booked into Detention",1,6,16.6666666666667
"254","ALHAMBRA BHC HOSPITAL","Booked into Detention",1,1,100
"255","ALHAMBRA CITY JAIL","",78,129,60.4651162790698
"256","ALHAMBRA CITY JAIL","Booked into Detention",38,129,29.4573643410853
"257","ALHAMBRA CITY JAIL","Case Closed",6,129,4.65116279069767
"258","ALHAMBRA CITY JAIL","Lifted",5,129,3.87596899224806
"259","ALHAMBRA CITY JAIL","Transferred",2,129,1.55038759689922
"260","ALICEVILLE FCI","",67,227,29.5154185022026
"261","ALICEVILLE FCI","Alien Not Subject to Deportation",2,227,0.881057268722467
"262","ALICEVILLE FCI","Booked into Detention",111,227,48.8986784140969
"263","ALICEVILLE FCI","Case Closed",1,227,0.440528634361233
"264","ALICEVILLE FCI","Detainer Declined by LEA",8,227,3.52422907488987
"265","ALICEVILLE FCI","Lifted",38,227,16.7400881057269
"266","ALLAMAKEE COUNTY JAIL","",23,28,82.1428571428572
"267","ALLAMAKEE COUNTY JAIL","Booked into Detention",4,28,14.2857142857143
"268","ALLAMAKEE COUNTY JAIL","Detainer Declined by LEA",1,28,3.57142857142857
"269","ALLEGAN CO SHERIFF & CORRECTIONS","",117,214,54.6728971962617
"270","ALLEGAN CO SHERIFF & CORRECTIONS","Booked into Detention",89,214,41.588785046729
"271","ALLEGAN CO SHERIFF & CORRECTIONS","Case Closed",1,214,0.467289719626168
"272","ALLEGAN CO SHERIFF & CORRECTIONS","Lifted",7,214,3.27102803738318
"273","ALLEGAN CO YOUTH, ALL.MI.","",1,1,100
"274","ALLEGANY COUNTY JAIL","",10,32,31.25
"275","ALLEGANY COUNTY JAIL","Booked into Detention",15,32,46.875
"276","ALLEGANY COUNTY JAIL","Lifted",6,32,18.75
"277","ALLEGANY COUNTY JAIL","Transferred",1,32,3.125
"278","ALLEGHANY COUNTY JAIL","",36,132,27.2727272727273
"279","ALLEGHANY COUNTY JAIL","Booked into Detention",93,132,70.4545454545455
"280","ALLEGHANY COUNTY JAIL","Case Closed",1,132,0.757575757575758
"281","ALLEGHANY COUNTY JAIL","Lifted",1,132,0.757575757575758
"282","ALLEGHANY COUNTY JAIL","Transferred",1,132,0.757575757575758
"283","ALLEGHENY CO. JAIL","",119,401,29.6758104738155
"284","ALLEGHENY CO. JAIL","Booked into Detention",250,401,62.3441396508728
"285","ALLEGHENY CO. JAIL","Case Closed",17,401,4.23940149625935
"286","ALLEGHENY CO. JAIL","Early Release",1,401,0.249376558603491
"287","ALLEGHENY CO. JAIL","Lifted",10,401,2.49376558603491
"288","ALLEGHENY CO. JAIL","Transferred",3,401,0.748129675810474
"289","ALLEGHENY CO. JAIL","United States Citizen Interviewed",1,401,0.249376558603491
"290","ALLEGHENY DETENTION FAC.","",16,24,66.6666666666667
"291","ALLEGHENY DETENTION FAC.","Booked into Detention",5,24,20.8333333333333
"292","ALLEGHENY DETENTION FAC.","Case Closed",1,24,4.16666666666667
"293","ALLEGHENY DETENTION FAC.","Detainer Declined by LEA",1,24,4.16666666666667
"294","ALLEGHENY DETENTION FAC.","Lifted",1,24,4.16666666666667
"295","ALLEN CORRECTIONAL INST.","",1,8,12.5
"296","ALLEN CORRECTIONAL INST.","Booked into Detention",5,8,62.5
"297","ALLEN CORRECTIONAL INST.","Lifted",2,8,25
"298","ALLEN COUNTY DETENTION CENTER","",2,21,9.52380952380952
"299","ALLEN COUNTY DETENTION CENTER","Booked into Detention",19,21,90.4761904761905
"300","ALLEN COUNTY JAIL","",324,531,61.0169491525424
"301","ALLEN COUNTY JAIL","Booked into Detention",133,531,25.0470809792844
"302","ALLEN COUNTY JAIL","Case Closed",28,531,5.27306967984934
"303","ALLEN COUNTY JAIL","Early Release",4,531,0.753295668549906
"304","ALLEN COUNTY JAIL","Lifted",40,531,7.53295668549906
"305","ALLEN COUNTY JAIL","Transferred",2,531,0.376647834274953
"306","ALLEN PARISH JAIL","Booked into Detention",2,4,50
"307","ALLEN PARISH JAIL","Lifted",2,4,50
"308","ALLEN PARK POLICE DEPT.","",10,13,76.9230769230769
"309","ALLEN PARK POLICE DEPT.","Booked into Detention",2,13,15.3846153846154
"310","ALLEN PARK POLICE DEPT.","Lifted",1,13,7.69230769230769
"311","ALLEN POLICE DEPT.","",46,66,69.6969696969697
"312","ALLEN POLICE DEPT.","Booked into Detention",16,66,24.2424242424242
"313","ALLEN POLICE DEPT.","Lifted",4,66,6.06060606060606
"314","ALLENDALE COUNTY DET CENTER","",3,33,9.09090909090909
"315","ALLENDALE COUNTY DET CENTER","Booked into Detention",27,33,81.8181818181818
"316","ALLENDALE COUNTY DET CENTER","Early Release",1,33,3.03030303030303
"317","ALLENDALE COUNTY DET CENTER","Lifted",1,33,3.03030303030303
"318","ALLENDALE COUNTY DET CENTER","Lifted - Lack of Space",1,33,3.03030303030303
"319","ALLENWOOD (LOW) FCI","",441,778,56.6838046272494
"320","ALLENWOOD (LOW) FCI","Alien Not Subject to Deportation",2,778,0.25706940874036
"321","ALLENWOOD (LOW) FCI","Booked into Detention",238,778,30.5912596401028
"322","ALLENWOOD (LOW) FCI","Case Closed",49,778,6.29820051413882
"323","ALLENWOOD (LOW) FCI","Died",2,778,0.25706940874036
"324","ALLENWOOD (LOW) FCI","Lifted",32,778,4.11311053984576
"325","ALLENWOOD (LOW) FCI","Prosecutorial Discretion",1,778,0.12853470437018
"326","ALLENWOOD (LOW) FCI","Transferred",7,778,0.89974293059126
"327","ALLENWOOD (LOW) FCI","United States Citizen Interviewed",6,778,0.77120822622108
"328","ALLENWOOD (MED) FCI","",377,1210,31.1570247933884
"329","ALLENWOOD (MED) FCI","Alien Not Subject to Deportation",3,1210,0.247933884297521
"330","ALLENWOOD (MED) FCI","Booked into Detention",716,1210,59.1735537190083
"331","ALLENWOOD (MED) FCI","Case Closed",62,1210,5.12396694214876
"332","ALLENWOOD (MED) FCI","Died",4,1210,0.330578512396694
"333","ALLENWOOD (MED) FCI","Early Release",2,1210,0.165289256198347
"334","ALLENWOOD (MED) FCI","Lifted",28,1210,2.31404958677686
"335","ALLENWOOD (MED) FCI","Prosecutorial Discretion",1,1210,0.0826446280991736
"336","ALLENWOOD (MED) FCI","Transferred",7,1210,0.578512396694215
"337","ALLENWOOD (MED) FCI","United States Citizen Interviewed",10,1210,0.826446280991736
"338","ALLENWOOD FED.PRISON CAMP","",2,4,50
"339","ALLENWOOD FED.PRISON CAMP","Booked into Detention",2,4,50
"340","ALLENWOOD HOLD ROOM","",1,3,33.3333333333333
"341","ALLENWOOD HOLD ROOM","Booked into Detention",1,3,33.3333333333333
"342","ALLENWOOD HOLD ROOM","Lifted",1,3,33.3333333333333
"343","ALLENWOOD U.S.PEN.","",203,386,52.5906735751295
"344","ALLENWOOD U.S.PEN.","Alien Not Subject to Deportation",3,386,0.77720207253886
"345","ALLENWOOD U.S.PEN.","Booked into Detention",145,386,37.5647668393782
"346","ALLENWOOD U.S.PEN.","Case Closed",13,386,3.36787564766839
"347","ALLENWOOD U.S.PEN.","Died",2,386,0.518134715025907
"348","ALLENWOOD U.S.PEN.","Early Release",1,386,0.259067357512953
"349","ALLENWOOD U.S.PEN.","Lifted",12,386,3.10880829015544
"350","ALLENWOOD U.S.PEN.","Transferred",4,386,1.03626943005181
"351","ALLENWOOD U.S.PEN.","United States Citizen Interviewed",3,386,0.77720207253886
"352","ALPENA CO, ALPENA,MI.","",2,2,100
"353","ALTERNATIVE HOUSE","",2,3,66.6666666666667
"354","ALTERNATIVE HOUSE","Booked into Detention",1,3,33.3333333333333
"355","ALTONA C.F., ALTONA","",28,135,20.7407407407407
"356","ALTONA C.F., ALTONA","Alien Not Subject to Deportation",1,135,0.740740740740741
"357","ALTONA C.F., ALTONA","Booked into Detention",72,135,53.3333333333333
"358","ALTONA C.F., ALTONA","Case Closed",3,135,2.22222222222222
"359","ALTONA C.F., ALTONA","Early Release",1,135,0.740740740740741
"360","ALTONA C.F., ALTONA","Lifted",30,135,22.2222222222222
"361","ALVIN POLICE DEPT.","",230,255,90.1960784313725
"362","ALVIN POLICE DEPT.","Booked into Detention",20,255,7.84313725490196
"363","ALVIN POLICE DEPT.","Case Closed",1,255,0.392156862745098
"364","ALVIN POLICE DEPT.","Lifted",4,255,1.56862745098039
"365","AMADOR COUNTY JAIL","",33,138,23.9130434782609
"366","AMADOR COUNTY JAIL","Booked into Detention",38,138,27.536231884058
"367","AMADOR COUNTY JAIL","Case Closed",12,138,8.69565217391304
"368","AMADOR COUNTY JAIL","Detainer Declined by LEA",3,138,2.17391304347826
"369","AMADOR COUNTY JAIL","Early Release",5,138,3.6231884057971
"370","AMADOR COUNTY JAIL","Lifted",41,138,29.7101449275362
"371","AMADOR COUNTY JAIL","Lifted - Lack of Space",4,138,2.89855072463768
"372","AMADOR COUNTY JAIL","Transferred",2,138,1.44927536231884
"373","AMARILLO CITY JAIL","",14,25,56
